"","b","c","alpha","mse","mse_debiased"
"CF",0.40505531582297,0.243844488434773,0,30.4979772609051,30.4329863711603
"CBoost",0.382970036192692,0.0715840334777532,478.959865861792,30.4456191124834,30.3005828567699
"CMARS",0.40505531582297,0.243844488434773,-4.44089209850063e-16,31.8761415220681,30.4329863711603
"PTOForest",0.40505531582297,0.243844488434773,0,31.8289589354441,30.4329863711603
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.40505531582297,0.243844488434773,0,30.7620402883625,30.4329863711603
"XBART",0.40505531582297,0.243844488434773,0,31.2546287142942,30.4329863711603
"RBoosting",0.40505531582297,0.243844488434775,0,30.4555289026821,30.4329863711603
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",0.382970036192691,-9.74330976676637e-15,0.999999999999999,30.3005828567699,30.3005828567699
